"","county","date","cases"
"2297","金門縣",2022-05-19,1140
"2298","雲林縣",2022-05-19,10949
"2299","南投縣",2022-05-20,8795
"2300","高雄市",2022-05-20,77946
"2301","台中市",2022-05-20,81690
"2302","台北市",2022-05-20,195407
"2303","台南市",2022-05-20,44774
"2304","台東縣",2022-05-20,6895
"2305","嘉義市",2022-05-20,4791
"2306","嘉義縣",2022-05-20,7154
"2307","基隆市",2022-05-20,40757
"2308","宜蘭縣",2022-05-20,26800
"2309","屏東縣",2022-05-20,21708
"2310","彰化縣",2022-05-20,22907
"2311","新北市",2022-05-20,426166
"2312","新竹市",2022-05-20,17552
"2313","新竹縣",2022-05-20,29199
"2314","桃園市",2022-05-20,182201
"2315","澎湖縣",2022-05-20,1642
"2316","花蓮縣",2022-05-20,19746
"2317","苗栗縣",2022-05-20,14565
"2318","連江縣",2022-05-20,271
"2319","金門縣",2022-05-20,1277
"2320","雲林縣",2022-05-20,11924
"2321","南投縣",2022-05-21,9661
"2322","高雄市",2022-05-21,85174
"2323","台中市",2022-05-21,88438
"2324","台北市",2022-05-21,204500
"2325","台南市",2022-05-21,49494
"2326","台東縣",2022-05-21,7328
"2327","嘉義市",2022-05-21,5193
"2328","嘉義縣",2022-05-21,7765
"2329","基隆市",2022-05-21,42533
"2330","宜蘭縣",2022-05-21,28718
"2331","屏東縣",2022-05-21,23498
"2332","彰化縣",2022-05-21,24953
"2333","新北市",2022-05-21,447205
"2334","新竹市",2022-05-21,19215
"2335","新竹縣",2022-05-21,31537
"2336","桃園市",2022-05-21,193078
"2337","澎湖縣",2022-05-21,1769
"2338","花蓮縣",2022-05-21,20841
"2339","苗栗縣",2022-05-21,16064
"2340","連江縣",2022-05-21,329
"2341","金門縣",2022-05-21,1360
"2342","雲林縣",2022-05-21,12805
"2343","南投縣",2022-05-22,10302
"2344","高雄市",2022-05-22,92392
"2345","台中市",2022-05-22,94690
"2346","台北市",2022-05-22,211865
"2347","台南市",2022-05-22,53922
"2348","台東縣",2022-05-22,7880
"2349","嘉義市",2022-05-22,5518
"2350","嘉義縣",2022-05-22,8316
"2351","基隆市",2022-05-22,43984
"2352","宜蘭縣",2022-05-22,30110
"2353","屏東縣",2022-05-22,25327
"2354","彰化縣",2022-05-22,26929
"2355","新北市",2022-05-22,462806
"2356","新竹市",2022-05-22,20484
"2357","新竹縣",2022-05-22,33399
"2358","桃園市",2022-05-22,201762
"2359","澎湖縣",2022-05-22,1848
"2360","花蓮縣",2022-05-22,21852
"2361","苗栗縣",2022-05-22,17140
"2362","連江縣",2022-05-22,355
"2363","金門縣",2022-05-22,1475
"2364","雲林縣",2022-05-22,13434
"2365","南投縣",2022-05-23,11205
"2366","高雄市",2022-05-23,99046
"2367","台中市",2022-05-23,103125
"2368","台北市",2022-05-23,219032
"2369","台南市",2022-05-23,59255
"2370","台東縣",2022-05-23,8688
"2371","嘉義市",2022-05-23,6045
"2372","嘉義縣",2022-05-23,9107
"2373","基隆市",2022-05-23,45663
"2374","宜蘭縣",2022-05-23,31999
"2375","屏東縣",2022-05-23,27847
"2376","彰化縣",2022-05-23,30318
"2377","新北市",2022-05-23,476019
"2378","新竹市",2022-05-23,22043
"2379","新竹縣",2022-05-23,35549
"2380","桃園市",2022-05-23,211002
"2381","澎湖縣",2022-05-23,2005
"2382","花蓮縣",2022-05-23,22969
"2383","苗栗縣",2022-05-23,18728
"2384","連江縣",2022-05-23,386
"2385","金門縣",2022-05-23,1579
"2386","雲林縣",2022-05-23,14426
"2387","台北市",2022-05-24,219033
"2388","台東縣",2022-05-24,8689
